PK,NOMBRE,HORARIO,DESCRIPCION,TRANSPORTE,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,same_as_wikidata_road,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,same_as_wikidata_neighborhoodOfMadrid,DISTRITO,same_as_wikidata_distrito,LATITUD,LONGITUD,TELEFONO 1,TELEFONO 2,TELEFONO 3
4815363,Sala de estudio Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas),Consultar telefonicamente,Puestos de lectura: 40,Metro: Villa de Vallecas (línea 1) Bus: 58,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af2192cfd9558110VgnVCM1000000b205a0aRCRD,REAL DE ARGANDA,street,https://www.wikidata.org/wiki/Q79007,39,MADRID,MADRID,28031,Santa Eugenia,https://www.wikidata.org/wiki/Q390463,Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,40.37953682427198,-3.616901585603186,913 052 448,,
11187831,Sala de estudio Centro Sociocultural Ciudad Lineal (Ciudad Lineal),Lunes a viernes de 9  a 13:45 y de 14:15 a 20:30 horas. Julio: de lunes a viernes de 9 a 14:30 horas. Agosto cerrado.,Puestos de lectura: 9 Zona wifi,Bus: 110 113 210,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a179d76f718a2710VgnVCM1000001d4a900aRCRD,POETA BLAS DE OTERO,street,https://www.wikidata.org/wiki/Q79007,81,MADRID,MADRID,28017,Ventas,https://www.wikidata.org/wiki/Q71762,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,40.42285715768873,-3.651680076113881,917 817 494,,
10510680,Sala de estudio Centro Sociocultural El Greco (Latina),En horario de funcionamiento del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.,Puestos de lectura: 59. Zona wifi.,Metro: Lucero (línea 6) Batán (línea 10). Bus: 33 36 39 65.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bbad79e15d7ee510VgnVCM2000001f4a900aRCRD,EL GRECO,street,https://www.wikidata.org/wiki/Q79007,29,MADRID,MADRID,28024,Las Águilas,https://www.wikidata.org/wiki/Q5971372,Latina,https://www.wikidata.org/wiki/Q794954,40.382992678408066,-3.7800773802118117,914 793 261,914 793 150,
4815051,Sala de estudio Centro Sociocultural Moratalaz,Lunes a viernes de 9 a 13:50 y de 15 a 20:50 horas.  Sábados de 10 a 13:50 y de 16 a 21:40 horas. Domingos de 10 a 13:50 y de 16:30 a 20:20 horas. Festivos de 10 a 13:50 horas. Julio: lunes a viernes de 9 a 13:50 y de 15 a 20:50 horas. Sábados de 16 a 21:60 horas. Domingos y festivos cerrado. Agosto:  lunes a viernes de 9 a 13:50 y de 15 a 20:50 horas. Sábados domingos y festivos cerrado.,Puestos de lectura: 80 (reducido 39) Zona wifi.,Metro: Pavones (línea 9)  Bus: 142 144 8 20 32 140,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=32c2b51383558110VgnVCM1000000b205a0aRCRD,FUENTE CARRANTONA,street,https://www.wikidata.org/wiki/Q79007,10,MADRID,MADRID,28030,Pavones,https://www.wikidata.org/wiki/Q71760,Moratalaz,https://www.wikidata.org/wiki/Q2076109,40.39883403330691,-3.636898142855895,915 880 459,,
8026323,Sala de estudio Centro Sociocultural Siena (Ciudad Lineal),Lunes a viernes de 9 a 14:30 y de 15 a 21 horas. Agosto cerrado.,Puestos de lectura: 18 Zona wifi,Metro: Quintana (línea 5)  Bus: 21 38,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4e458caf0f1d410VgnVCM1000000b205a0aRCRD,SIENA,street,https://www.wikidata.org/wiki/Q79007,52,MADRID,MADRID,28027,Quintana,https://www.wikidata.org/wiki/Q71810,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,40.43316516575713,-3.651876723048774,914 039 011,,
4814996,Sala de estudio Centro Sociocultural Talleres de Creatividad (Puente de Vallecas),Jueves y viernes de 13:30 a 17 horas. Julio y septiembre de lunes a viernes de 9:30 a 13:30 horas. Agosto cerrado.,Puestos de lectura: 16. Zona wifi.,Metro: Nueva Numancia Portazgo (línea 1).  Bus: 1011 24 310 57 103.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ada6f5fea2558110VgnVCM1000000b205a0aRCRD,SIERRA CARBONERA,street,https://www.wikidata.org/wiki/Q79007,74,MADRID,MADRID,28053,San Diego,https://www.wikidata.org/wiki/Q11946851,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,40.39009728291889,-3.665329063724782,917 570 189,917 570 240,
5709413,Sala de estudio Centro cultural El Torito (Moratalaz),Lunes a viernes de 9 a 13:30 y de 15:30 a 21:30 horas. Sábados de 9 a 13:30 y de 16:30 a 21:30.  Julio de lunes a viernes 9 a 13:30 y de 17 a 19:30 horas. Sábados cerrado. Septiembre de lunes a viernes de 9 a 13:30 y de 17 a 19:30 horas. Sábados de 9 a 13:30 y de 16:30 a 21:30. Agosto cerrado.,Puestos de lectura: 14 Zona wifi,Metro: Artilleros (línea 9)  Bus: 32,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3874efd1977f8210VgnVCM1000000b205a0aRCRD,MORATALAZ,avenue,https://www.wikidata.org/wiki/Q7543083,130,MADRID,MADRID,28030,Vinateros,https://www.wikidata.org/wiki/Q10391533,Moratalaz,https://www.wikidata.org/wiki/Q2076109,40.40609591857167,-3.646536107063507,913 287 385,914 306 940,
8000760,Sala de estudio Centro cultural Lope de Vega (Puente de Vallecas),De lunes a viernes de 8:30 a 21:30 horas sábados domingos y festivos cerrada. Julio de lunes a viernes de 8:30 a 15 horas. Agosto cerrada. Semana de San Isidro de lunes a viernes de 8:30 a 21:30 horas.,Puestos de lectura: 32 (reducido por COVID-19 a 13 puestos). Zona wifi.,Bus: 102 24.  Cercanías Renfe: Asamblea de Madrid-Entrevías (línea C2).,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a190e189b66dc410VgnVCM2000000c205a0aRCRD,CONCEJO DE TEVERGA,street,https://www.wikidata.org/wiki/Q79007,1,MADRID,MADRID,28053,Entrevías,https://www.wikidata.org/wiki/Q71756,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,40.386293684801885,-3.6718658006661906,917 570 580,,
4816516,Sala de estudio Centro cultural Rafael Altamira antes Palacete Quinta del Berro (Salamanca),Consultar telefónicamente.,,Bus: 15 28 71,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1947371b6e958110VgnVCM1000000b205a0aRCRD,ENRIQUE D'ALMONTE,street,https://www.wikidata.org/wiki/Q79007,1,MADRID,MADRID,28028,Fuente del Berro,https://www.wikidata.org/wiki/Q3814564,Salamanca,https://www.wikidata.org/wiki/Q1773521,40.42206608753629,-3.662956288628484,915 570 807,915 570 808,915 570 809
4814317,Sala de estudio Centro sociocultural Cánovas del Castillo (Usera),De lunes a viernes de 9 a 14 y de 15 a 21:30 horas. Sábados de 9 a 14 horas. Agosto cerrado.,Puestos de lectura: 44 (aforo reducido a 15 personas) Zona wifi,Metro: Almendrales (línea 3)  Bus: 47 247 6 78 18 22 59 76 79 85 86 23 123,1 y 4,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b10c750b1c058110VgnVCM2000000c205a0aRCRD,JULIO AGUIRRE,street,https://www.wikidata.org/wiki/Q79007,10,MADRID,MADRID,28026,Almendrales,https://www.wikidata.org/wiki/Q9604761,Usera,https://www.wikidata.org/wiki/Q953368,40.38626143332092,-3.7000825227295007,915 005 489,,
8071924,Sala de estudio Ciudad Pegaso (San Blas - Canillejas),Lunes a viernes de 9:30 a 14:30 y de 16:30 a 21:30 horas.,Puestos de lectura: 24 Zona wifi,Bus: 77,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=df3576e159ead410VgnVCM1000000b205a0aRCRD,SÉPTIMA,avenue,https://www.wikidata.org/wiki/Q7543083,11,MADRID,MADRID,28022,Rejas,https://www.wikidata.org/wiki/Q10359029,San Blas,https://www.wikidata.org/wiki/Q2001937,40.448428925762634,-3.5980969888187393,913 209 770,917 415 852,
4815414,Sala de estudio El Madroño (Vicálvaro),Sábados domingos y festivos de 9 a 14 y de 16 a 19:45 horas.  Cerrada los días festivos de Navidad y Reyes.,Puestos de lectura: 30. Zona wifi.,Metro: Vicálvaro (línea 9).  Bus: 130 100 106 4.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=62c0c0e48a558110VgnVCM1000000b205a0aRCRD,VILLARDONDIEGO,street,https://www.wikidata.org/wiki/Q79007,36,MADRID,MADRID,28032,CASCO H.VICALVARO,,Vicálvaro,https://www.wikidata.org/wiki/Q589403,40.405292721436055,-3.6086161200017157,917 753 140,,
5753713,Sala de estudio Fernando Lázaro Carreter (Carabanchel),Lunes a viernes: de 9 a 14 y de 16:30 a 20:30 horas. Sábados: de 10 a 13:30 y de 16:30 a 20:30 horas. Domingos agosto y festivos cerrado.,Puestos de lectura: 40 (consultar aforo reducido) Zona wifi,Bus: 116  Metro: Marqués de Vadillo (línea 5) Plaza Elíptica (línea 6 y 11),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b0bb1c35f67a9210VgnVCM1000000b205a0aRCRD,VERDAD,street,https://www.wikidata.org/wiki/Q79007,29,MADRID,MADRID,28019,Opañel,https://www.wikidata.org/wiki/Q3813756,Carabanchel,https://www.wikidata.org/wiki/Q1001991,40.39164343238081,-3.717140510927299,914 690 895,,
6924985,Sala de estudio Francisco José González Tejera (Hortaleza),Horario habitual: de lunes a domingos y festivos de 9 a 22 horas. Horario verano: de lunes a domingos y festivos de 9 a 22 horas.,Puestos de lectura: 56 Wifi,Metro: Parque de Santa María (línea 4)  Bus: 72 87 107,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd6f094110a5e310VgnVCM1000000b205a0aRCRD,SANTA VIRGILIA,street,https://www.wikidata.org/wiki/Q79007,15,MADRID,MADRID,28033,Pinar del Rey,https://www.wikidata.org/wiki/Q10349788,Hortaleza,https://www.wikidata.org/wiki/Q1928529,40.47685971480448,-3.6420589279590887,913 821 493,,
5753557,Sala de estudio Galileo (Chamberí),De lunes a viernes de 9 a 14 y de 15 a 21 horas. Sábados domingos y festivos de 9:30 a 14 y de 15 a 20:30 horas.,Puestos de lectura: 50.,Metro: Moncloa (líneas 3 6)  Quevedo (línea 2)  Bus: 2 16 61  Bicimad: 127 (calle Fernando el Católico 19),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=08a9964bd47a9210VgnVCM1000000b205a0aRCRD,GALILEO,street,https://www.wikidata.org/wiki/Q79007,39,MADRID,MADRID,28015,Arapiles,https://www.wikidata.org/wiki/Q10856744,Chamberí,https://www.wikidata.org/wiki/Q1763370,40.43371190964793,-3.7104543597957758,915 913 901,,
8071938,Sala de estudio José Luis López Vázquez (San Blas - Canillejas),De lunes a viernes de 9 a 13:30 y de 16 a 20:30 horas. Sábados: De 9 a 13:30 horas. Domingos y festivos y agosto: cerrado.,Puestos de lectura: 57 Zona wifi,Bus: 167 77,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9db676e159ead410VgnVCM1000000b205a0aRCRD,FEBRERO,street,https://www.wikidata.org/wiki/Q79007,4,MADRID,MADRID,28022,Rejas,https://www.wikidata.org/wiki/Q10359029,San Blas,https://www.wikidata.org/wiki/Q2001937,40.446818592300296,-3.572741163820915,913 293 900,,
4813757,Sala de estudio Julio Cortázar (Moncloa-Aravaca),De lunes a sábado de 9 a 14 y de 15 a 21 horas.  Cerrado: Domingos y festivos 24 25 y 31 de diciembre 1 de enero y 15 de agosto.,Puestos de lectura: 65 (de los 125 quedan reducidos a 65 por motivos de seguridad sanitaria). Zona wifi.,Metro: Valdezarza (línea 7) y Antonio Machado (línea 7).  Bus: 127 132 126.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=53918917a2058110VgnVCM2000000c205a0aRCRD,ANTONIO MACHADO,street,https://www.wikidata.org/wiki/Q79007,20,MADRID,MADRID,28035,Valdezarza,https://www.wikidata.org/wiki/Q10388728,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,40.46678159096302,-3.7195669111891703,913 734 375,,
4815257,Sala de estudio Los Rosales,Consultar telefónicamente.,Puestos de lectura: 32,Bus: 85 Renfe: Villaverde Bajo,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bcbc1e158558110VgnVCM1000000b205a0aRCRD,LOS ROSALES,avenue,https://www.wikidata.org/wiki/Q7543083,133,MADRID,MADRID,28021,Butarque,https://www.wikidata.org/wiki/Q390453,Villaverde,https://www.wikidata.org/wiki/Q919536,40.35074797433515,-3.6773064421969233,917 109 273,,
6468021,Sala de estudio Luis García Berlanga (Tetuán),De lunes a domingo de 9 a 21 horas Festivos cerrado,Puestos de lectura: 60 personas Zona wifi,Metro: Valdeacederas (línea 1)  Bus: 49  66 124,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5abe23a26bd7310VgnVCM1000000b205a0aRCRD,VIÑA VIRGEN,street,https://www.wikidata.org/wiki/Q79007,2,MADRID,MADRID,28029,Almenara,https://www.wikidata.org/wiki/Q2265427,Tetuán,https://www.wikidata.org/wiki/Q1773540,40.46527083469685,-3.6940726509061683,915 133 253,,
4812602,Sala de estudio Luis Gonzaga (Chamartín),De lunes a domingo 9 a 21:30 horas.  Cerrado: festivos y mes de agosto.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.,Puestos de lectura: 98 (reducido 32) Zona wifi,Metro: Cruz del Rayo (línea 9)  Bus: 29 52 1  Bicimad: Estación 146 (calle María Francisca 1),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e653d0a471148110VgnVCM1000000b205a0aRCRD,PRINCIPE DE VERGARA,street,https://www.wikidata.org/wiki/Q79007,142,MADRID,MADRID,28002,Ciudad Jardín,https://www.wikidata.org/wiki/Q3773744,Chamartín,https://www.wikidata.org/wiki/Q1766348,40.44489723228663,-3.6780972922453685,915 886 596,,
5753512,Sala de estudio Maestro Alonso (Salamanca),Consultar telefónicamente.,Puestos de lectura: 26 Zona wifi,Metro: Ventas (líneas 2 5)  Bus: 12 21 53 106 110 146 210 38  Bicimad: Estación 187 (calle Alejandro González 1),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e894be85b37a9210VgnVCM1000000b205a0aRCRD,MAESTRO ALONSO,street,https://www.wikidata.org/wiki/Q79007,6,MADRID,MADRID,28028,Fuente del Berro,https://www.wikidata.org/wiki/Q3814564,Salamanca,https://www.wikidata.org/wiki/Q1773521,40.42938854032785,-3.664855511110751,913 560 807,917 268 800,
4815260,Sala de estudio Marconi,Consultar telefónicamente.,Puestos de lectura: 16,Bus: 79,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fcffc1e158558110VgnVCM1000000b205a0aRCRD,COLONIA MARCONI,entrance,https://www.wikidata.org/wiki/Q1137365,4,MADRID,MADRID,28021,"Villaverde Alto, Casco Histórico de Villaverde",https://www.wikidata.org/wiki/Q390435,Villaverde,https://www.wikidata.org/wiki/Q919536,40.334751832113774,-3.700809560921597,917 100 232,,
5753637,Sala de estudio Montecarmelo (Fuencarral - El Pardo),De lunes a sábado Turno de mañana- de 9 a 14 horas Turno de tarde- de 16 a 21 horas,Normas generales:  Uso obligatorio de la mascarilla. Mantener distancia de seguridad. Una vez se ocupa el puesto queda terminantemente prohibido cambiar de sitio o puesto.             Prohibido comer en la sala. Mantenerse en silencio. Cumplir los horarios estipulados. El incumplimiento de estas normas puede suponer la denegación de uso de la sala.,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae87964bd47a9210VgnVCM1000000b205a0aRCRD,SANTUARIO DE VALVERDE.,avenue,https://www.wikidata.org/wiki/Q7543083,114,MADRID,MADRID,28049,El Goloso,https://www.wikidata.org/wiki/Q10271137,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,40.51635495615339,-3.685946562681175,917 364 151,,
10751094,Sala de estudio Motilla del Palancar (Hortaleza),De lunes a domingos y festivos de 9 a 22 horas.,Puestos de lectura: 60 Wifi,Metro: Canillas (línea 4)  Bus: 73 120 112 153,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2114531d18a4610VgnVCM1000001d4a900aRCRD,MOTILLA DEL PALANCAR,street,https://www.wikidata.org/wiki/Q79007,13,MADRID,MADRID,28043,Canillas,https://www.wikidata.org/wiki/Q9694341,Hortaleza,https://www.wikidata.org/wiki/Q1928529,40.46532067984838,-3.633321598436636,683 498 715,,
